ticker	company_name	sector	industry	general_description	customers	products_services	hq_location	exchange	country	logo_url
RIOT	Riot Platforms Inc.	Information Technology	Software	Bitcoin mining and infrastructure	Crypto investors	"Bitcoin mining, Cryptocurrency infrastructure"	"Castle Rock, Colorado"	NASDAQ	USA	https://logo.clearbit.com/riotplatforms.com
MARA	Marathon Digital Holdings	Information Technology	Software	Digital asset technology	Crypto investors	"Bitcoin mining, Blockchain technologies"	"Las Vegas, Nevada"	NASDAQ	USA	https://logo.clearbit.com/marathondh.com
HUT	Hut 8 Mining Corp.	Information Technology	Software	Digital asset mining	Crypto investors	"Bitcoin mining, High-performance computing"	"Miami, Florida"	NASDAQ	Canada	https://logo.clearbit.com/hut8mining.com
CLSK	CleanSpark Inc.	Information Technology	Software	Bitcoin mining and energy	Crypto investors	"Bitcoin mining, Energy software"	"Henderson, Nevada"	NASDAQ	USA	https://logo.clearbit.com/cleanspark.com
BITF	Bitfarms Ltd.	Information Technology	Software	Cryptocurrency mining	Crypto investors	"Bitcoin mining, Sustainable mining"	"Toronto, Canada"	NASDAQ	Canada	https://logo.clearbit.com/bitfarms.com
CORZ	Core Scientific Inc.	Information Technology	Software	Digital asset infrastructure	Crypto investors	"Bitcoin mining, Data center hosting"	"Austin, Texas"	NASDAQ	USA	https://logo.clearbit.com/corescientific.com
WULF	TeraWulf Inc.	Information Technology	Software	Digital asset mining	Crypto investors	"Bitcoin mining, Zero-carbon energy"	"Easton, Maryland"	NASDAQ	USA	https://logo.clearbit.com/terawulf.com
CIFR	Cipher Mining Inc.	Information Technology	Software	Bitcoin mining operations	Crypto investors	"Bitcoin mining, Mining infrastructure"	"New York, New York"	NASDAQ	USA	https://logo.clearbit.com/ciphermining.com
OPEN	Opendoor Technologies	Real Estate	Real Estate Services	Digital real estate platform	Home buyers and sellers	"iBuying, Home sales, Real estate services"	"San Francisco, California"	NASDAQ	USA	https://logo.clearbit.com/opendoor.com
RDFN	Redfin Corporation	Real Estate	Real Estate Services	Real estate brokerage	Home buyers and sellers	"Real estate brokerage, Home buying platform"	"Seattle, Washington"	NASDAQ	USA	https://logo.clearbit.com/redfin.com
COMP	Compass Inc.	Real Estate	Real Estate Services	Real estate technology platform	Real estate agents	"Real estate platform, Agent tools, Marketing"	"New York, New York"	NYSE	USA	https://logo.clearbit.com/compass.com
RKT	Rocket Companies Inc.	Financials	Consumer Finance	Digital mortgage platform	Homebuyers	"Mortgage lending, Real estate services"	"Detroit, Michigan"	NYSE	USA	https://logo.clearbit.com/rocketcompanies.com
UWMC	UWM Holdings Corporation	Financials	Consumer Finance	Wholesale mortgage lending	Mortgage brokers	"Wholesale lending, Mortgage technology"	"Pontiac, Michigan"	NYSE	USA	https://logo.clearbit.com/uwm.com
LDI	loanDepot Inc.	Financials	Consumer Finance	Digital mortgage lending	Homebuyers	"Mortgage lending, Home loan technology"	"Foothill Ranch, California"	NYSE	USA	https://logo.clearbit.com/loandepot.com
SAVE	Spirit Airlines Inc.	Industrials	Airlines	Ultra-low-cost airline	Budget travelers	"Domestic flights, A la carte pricing"	"Miramar, Florida"	NYSE	USA	https://logo.clearbit.com/spirit.com
JBLU	JetBlue Airways Corp.	Industrials	Airlines	Low-cost airline	Air travelers	"Domestic and international flights, Premium economy"	"Long Island City, New York"	NASDAQ	USA	https://logo.clearbit.com/jetblue.com
ALK	Alaska Air Group Inc.	Industrials	Airlines	Regional airline	Air travelers	"West Coast flights, Alaska service, Cargo"	"Seattle, Washington"	NYSE	USA	https://logo.clearbit.com/alaskaair.com
HA	Hawaiian Holdings Inc.	Industrials	Airlines	Regional airline	Air travelers	"Hawaii flights, Interisland service, Pacific routes"	"Honolulu, Hawaii"	NASDAQ	USA	https://logo.clearbit.com/hawaiianairlines.com
SKYW	SkyWest Inc.	Industrials	Airlines	Regional airline	Air travelers	"Regional flights, Partner operations"	"St. George, Utah"	NASDAQ	USA	https://logo.clearbit.com/skywest.com
HEAR	Turtle Beach Corporation	Information Technology	Consumer Electronics	Gaming audio accessories	Gamers	"Gaming headsets, Keyboards, Simulation"	"White Plains, New York"	NASDAQ	USA	https://logo.clearbit.com/turtlebeach.com
CRSR	Corsair Gaming Inc.	Information Technology	Consumer Electronics	Gaming peripherals	Gamers	"Gaming gear, Streaming equipment, Components"	"Fremont, California"	NASDAQ	USA	https://logo.clearbit.com/corsair.com
LOGI	Logitech International	Information Technology	Consumer Electronics	Computer peripherals	Consumers and businesses	"Mice, Keyboards, Webcams, Gaming gear"	"Lausanne, Switzerland"	NASDAQ	Switzerland	https://logo.clearbit.com/logitech.com
HPQ	HP Inc.	Information Technology	Consumer Electronics	Personal computers and printers	Consumers and businesses	"PCs, Laptops, Printers, Ink"	"Palo Alto, California"	NYSE	USA	https://logo.clearbit.com/hp.com
DELL	Dell Technologies Inc.	Information Technology	Consumer Electronics	Computer technology	Businesses	"PCs, Servers, Storage, Services"	"Round Rock, Texas"	NYSE	USA	https://logo.clearbit.com/dell.com
NTAP	NetApp Inc.	Information Technology	Software	Data management software	Enterprises	"Cloud storage, Data management, Analytics"	"San Jose, California"	NASDAQ	USA	https://logo.clearbit.com/netapp.com
PURE	Pure Storage Inc.	Information Technology	Software	Data storage solutions	Enterprises	"Flash storage, Cloud storage, Data services"	"Mountain View, California"	NYSE	USA	https://logo.clearbit.com/purestorage.com
VERI	Veritone Inc.	Information Technology	Software	Artificial intelligence platform	Enterprises	"AI platform, Content management, Analytics"	"Costa Mesa, California"	NASDAQ	USA	https://logo.clearbit.com/veritone.com
BBAI	BigBear.ai Holdings Inc.	Information Technology	Software	AI and analytics platform	Government and enterprises	"AI solutions, Data analytics, Decision support"	"Columbia, Maryland"	NYSE	USA	https://logo.clearbit.com/bigbear.ai
C3AI	C3.ai Inc.	Information Technology	Software	Enterprise AI software	Enterprises	"AI applications, Machine learning, Predictive analytics"	"Redwood City, California"	NYSE	USA	https://logo.clearbit.com/c3.ai
AI	C3.ai Inc.	Information Technology	Software	Enterprise AI software	Enterprises	"AI applications, Machine learning, Predictive analytics"	"Redwood City, California"	NYSE	USA	https://logo.clearbit.com/c3.ai
SMCI	Super Micro Computer Inc.	Information Technology	Consumer Electronics	Server and storage solutions	Data centers	"Servers, Storage, Networking, Green computing"	"San Jose, California"	NASDAQ	USA	https://logo.clearbit.com/supermicro.com
NVEI	Nuvei Corporation	Information Technology	Software	Payment technology	Merchants	"Payment processing, E-commerce, Mobile payments"	"Montreal, Canada"	NASDAQ	Canada	https://logo.clearbit.com/nuvei.com
PAGS	PagSeguro Digital Ltd.	Information Technology	Software	Financial technology	Brazilian merchants	"Payment processing, Digital banking, E-commerce"	"Sao Paulo, Brazil"	NYSE	Brazil	https://logo.clearbit.com/pagseguro.com
STNE	StoneCo Ltd.	Information Technology	Software	Financial technology	Brazilian merchants	"Payment processing, Banking, Software"	"Sao Paulo, Brazil"	NASDAQ	Brazil	https://logo.clearbit.com/stone.co
NU	Nu Holdings Ltd.	Financials	Consumer Finance	Digital banking	Latin American consumers	"Digital banking, Credit cards, Investment platform"	"Sao Paulo, Brazil"	NYSE	Brazil	https://logo.clearbit.com/nubank.com
MELI	MercadoLibre Inc.	Consumer Discretionary	E-commerce	E-commerce and fintech	Latin American consumers	"Online marketplace, Digital payments, Logistics"	"Buenos Aires, Argentina"	NASDAQ	Argentina	https://logo.clearbit.com/mercadolibre.com
SE	Sea Limited	Communication Services	Interactive Media	Digital entertainment and e-commerce	Southeast Asian consumers	"Gaming, E-commerce, Digital payments"	"Singapore, Singapore"	NYSE	Singapore	https://logo.clearbit.com/sea.com
GRAB	Grab Holdings Limited	Industrials	Transportation	Super app platform	Southeast Asian consumers	"Ride-hailing, Food delivery, Digital payments"	"Singapore, Singapore"	NASDAQ	Singapore	https://logo.clearbit.com/grab.com
DIDI	Didi Global Inc.	Industrials	Transportation	Ride-hailing platform	Chinese consumers	"Ride-hailing, Food delivery, Autonomous driving"	"Beijing, China"	NYSE	China	https://logo.clearbit.com/didiglobal.com
TME	Tencent Music Entertainment	Communication Services	Media & Entertainment	Music streaming platform	Chinese users	"Music streaming, Social entertainment, Live streaming"	"Shenzhen, China"	NYSE	China	https://logo.clearbit.com/tencentmusic.com
BILI	Bilibili Inc.	Communication Services	Interactive Media	Video sharing platform	Chinese young users	"Video sharing, Gaming, Live streaming"	"Shanghai, China"	NASDAQ	China	https://logo.clearbit.com/bilibili.com
IQ	iQIYI Inc.	Communication Services	Media & Entertainment	Online entertainment platform	Chinese users	"Video streaming, Original content, Gaming"	"Beijing, China"	NASDAQ	China	https://logo.clearbit.com/iqiyi.com
FUTU	Futu Holdings Limited	Financials	Asset Management	Digital brokerage	Asian investors	"Stock trading, Investment platform, Research"	"Hong Kong, Hong Kong"	NASDAQ	Hong Kong	https://logo.clearbit.com/futunn.com
TIGR	UP Fintech Holding Limited	Financials	Asset Management	Digital brokerage	Global investors	"Stock trading, Investment platform, Research"	"Beijing, China"	NASDAQ	China	https://logo.clearbit.com/tigersecurities.com
DOYU	DouYu International Holdings	Communication Services	Interactive Media	Game live streaming	Chinese gamers	"Live streaming, Gaming content, Social interaction"	"Wuhan, China"	NASDAQ	China	https://logo.clearbit.com/douyu.com
HUYA	HUYA Inc.	Communication Services	Interactive Media	Game live streaming	Chinese gamers	"Live streaming, Gaming content, E-sports"	"Guangzhou, China"	NYSE	China	https://logo.clearbit.com/huya.com
TCEHY	Tencent Holdings Ltd.	Communication Services	Interactive Media	Internet services	Chinese and global users	"WeChat, Gaming, Cloud, Fintech"	"Shenzhen, China"	NASDAQ	China	https://logo.clearbit.com/tencent.com
EDU	New Oriental Education	Consumer Discretionary	Education Services	Education and test prep	Chinese students	"English training, Test preparation, Online education"	"Beijing, China"	NYSE	China	https://logo.clearbit.com/neworiental.org
TAL	TAL Education Group	Consumer Discretionary	Education Services	K-12 after-school tutoring	Chinese students	"Tutoring, Online education, Test prep"	"Beijing, China"	NYSE	China	https://logo.clearbit.com/100tal.com
GOTU	Gaotu Techedu Inc.	Consumer Discretionary	Education Services	Online education	Chinese students	"Online tutoring, K-12 education, Adult education"	"Beijing, China"	NYSE	China	https://logo.clearbit.com/gaotu.cn
REAL	The RealReal Inc.	Consumer Discretionary	E-commerce	Luxury consignment	Luxury goods consumers	"Luxury consignment, Authentication, Resale"	"San Francisco, California"	NASDAQ	USA	https://logo.clearbit.com/therealreal.com
POSH	Poshmark Inc.	Consumer Discretionary	E-commerce	Social commerce platform	Fashion enthusiasts	"Fashion marketplace, Social selling, Resale"	"Redwood City, California"	NASDAQ	USA	https://logo.clearbit.com/poshmark.com
VIPS	Vipshop Holdings Limited	Consumer Discretionary	E-commerce	Online discount retailer	Chinese consumers	"Flash sales, Discount fashion, Brand merchandise"	"Guangzhou, China"	NYSE	China	https://logo.clearbit.com/vips.com
VTEX	VTEX	Information Technology	Software	E-commerce platform	Retailers	"E-commerce platform, Digital commerce, Marketplace"	"London, United Kingdom"	NYSE	Brazil	https://logo.clearbit.com/vtex.com
SPRT	Support.com Inc.	Information Technology	Software	Customer support technology	Businesses	"Customer support, Cloud services, Technology support"	"Greenwood Village, Colorado"	NASDAQ	USA	https://logo.clearbit.com/support.com
ENVX	Eos Energy Enterprises	Industrials	Electrical Equipment	Energy storage systems	Utilities and commercial	"Battery storage, Grid storage, Renewable integration"	"Edison, New Jersey"	NASDAQ	USA	https://logo.clearbit.com/eose.com
QS	QuantumScape Corporation	Consumer Discretionary	Automotive	Solid-state battery technology	Automotive manufacturers	"Solid-state batteries, EV batteries, Energy storage"	"San Jose, California"	NYSE	USA	https://logo.clearbit.com/quantumscape.com
NKLA	Nikola Corporation	Industrials	Trucks & Transportation	Electric and hydrogen trucks	Commercial fleet operators	"Electric trucks, Hydrogen trucks, Charging infrastructure"	"Phoenix, Arizona"	NASDAQ	USA	https://logo.clearbit.com/nikolamotor.com
HYLN	Hyliion Holdings Corp.	Industrials	Trucks & Transportation	Electrified powertrain solutions	Commercial fleet operators	"Hybrid powertrains, Electric drivetrains, Fleet solutions"	"Cedar Park, Texas"	NYSE	USA	https://logo.clearbit.com/hyliion.com
RIDE	Lordstown Motors Corp.	Consumer Discretionary	Automotive	Electric vehicle manufacturer	Commercial fleet operators	"Electric pickup trucks, Fleet vehicles"	"Lordstown, Ohio"	NASDAQ	USA	https://logo.clearbit.com/lordstownmotors.com
GOEV	Canoo Inc.	Consumer Discretionary	Automotive	Electric vehicle platform	Consumers and businesses	"Electric vehicles, Subscription model, Delivery vans"	"Torrance, California"	NASDAQ	USA	https://logo.clearbit.com/canoo.com
FSR	Fisker Inc.	Consumer Discretionary	Automotive	Electric vehicle manufacturer	Consumers	"Electric SUVs, Sustainable vehicles, Digital experience"	"Manhattan Beach, California"	NYSE	USA	https://logo.clearbit.com/fiskerinc.com
ARVL	Arrival	Industrials	Trucks & Transportation	Commercial electric vehicles	Commercial fleet operators	"Electric vans, Electric buses, Micro-factories"	"London, United Kingdom"	NASDAQ	United Kingdom	https://logo.clearbit.com/arrival.com
CHPT	ChargePoint Holdings Inc.	Industrials	Electrical Equipment	Electric vehicle charging	EV drivers and fleet operators	"EV charging stations, Charging network, Software"	"Campbell, California"	NYSE	USA	https://logo.clearbit.com/chargepoint.com
BLNK	Blink Charging Co.	Industrials	Electrical Equipment	Electric vehicle charging	EV drivers	"EV charging stations, Charging equipment, Services"	"Miami Beach, Florida"	NASDAQ	USA	https://logo.clearbit.com/blinkcharging.com
EVGO	EVgo Inc.	Industrials	Electrical Equipment	Fast charging network	EV drivers	"Fast charging stations, Charging network, Renewable energy"	"Los Angeles, California"	NASDAQ	USA	https://logo.clearbit.com/evgo.com
VLTA	Volta Inc.	Industrials	Electrical Equipment	EV charging network	EV drivers and advertisers	"EV charging, Digital advertising, Retail locations"	"San Francisco, California"	NYSE	USA	https://logo.clearbit.com/voltacharging.com
EVBG	Everbridge Inc.	Information Technology	Software	Critical event management	Enterprises and governments	"Emergency notifications, Crisis management, Public safety"	"Burlington, Massachusetts"	NASDAQ	USA	https://logo.clearbit.com/everbridge.com
ALRM	Alarm.com Holdings Inc.	Information Technology	Software	Connected security platform	Consumers and businesses	"Home security, Business security, IoT platform"	"Tysons, Virginia"	NASDAQ	USA	https://logo.clearbit.com/alarm.com
RING	Ring Inc.	Information Technology	Consumer Electronics	Smart home security	Consumers	"Video doorbells, Security cameras, Smart home"	"Santa Monica, California"	Private	USA	https://logo.clearbit.com/ring.com
ARLO	Arlo Technologies Inc.	Information Technology	Consumer Electronics	Smart security cameras	Consumers	"Security cameras, Video monitoring, Smart home"	"San Jose, California"	NYSE	USA	https://logo.clearbit.com/arlo.com
SWIR	Sierra Wireless Inc.	Information Technology	Communications Equipment	IoT connectivity solutions	Businesses	"IoT modules, Connectivity services, Edge computing"	"Richmond, Canada"	NASDAQ	Canada	https://logo.clearbit.com/sierrawireless.com
